start,goal,runs_attempted,runs_successful,mean_sec,std_sec,best_sec,worst_sec
의정부,온양온천,30,30,0.0004334166666666528,0.00012291857761226535,0.0003664999999999363,0.0008462000000000192
양천구청,보산,30,30,0.0005853933333333283,9.200283304816218e-05,0.0005228000000000455,0.0009131999999999474
독립문,풍양역,30,30,0.00030350333333332887,4.6094862210688516e-05,0.0002702999999999456,0.0004883999999999444
천호,노원,30,30,0.00021256333333334135,3.399229798384117e-05,0.00019059999999992971,0.00031490000000000684
광화문,대림,30,30,0.0002783266666666654,7.828602230851383e-05,0.00021680000000001698,0.0005939999999999834
동암,두정,30,30,0.00023710999999999595,3.9481652700967307e-05,0.0002090999999999621,0.00033799999999994945
을지로4가,군포,30,30,0.0003166299999999881,7.09327528954889e-05,0.0002695000000000336,0.0005773999999999502
오류동,오금,30,30,0.00038386333333334153,7.76898126454787e-05,0.00032520000000002547,0.0005671999999999899
종합운동장,혜화,30,30,0.0001931333333333433,4.400816843369748e-05,0.00016199999999999548,0.0003421999999999592
서대문,강동,30,30,0.0002163666666666897,1.7567969591178315e-05,0.00019669999999982757,0.00027980000000016325
대야미,화서,30,30,0.00015938333333331833,3.154002835903475e-05,0.00013359999999984495,0.00023669999999986757
선릉,아산,30,30,0.00022677666666665413,2.955786058262006e-05,0.00020839999999999748,0.00034509999999987606
대방,수리산,30,30,0.00036900666666666025,0.00013327352308526458,0.0002862999999999616,0.0009844000000001074
이촌,동작,30,30,0.00011606666666665876,1.2835142729587084e-05,0.00010520000000013852,0.00015410000000004587
정부과천청사,가락시장,30,30,0.00019270000000000121,4.0104397098908085e-05,0.00016860000000007425,0.0003573999999999522
석계,충무로,30,30,0.00016837666666669933,1.3629225542527425e-05,0.00015779999999998573,0.0002178999999999931
명동,평택,30,30,0.00029737333333332836,4.591087694896183e-05,0.0002684000000001685,0.0004292999999999658
대곡,수원,30,30,0.00035392333333329106,4.711086699357517e-05,0.00030669999999988207,0.0004784999999998263
평택,발산,30,30,0.00023363333333334217,4.7578323729268264e-05,0.00020329999999990633,0.00039640000000007447
동암,연신내,30,30,0.0003611966666666818,0.00010449384187065392,0.00029140000000005273,0.0007390000000000452
둔촌동,회기,30,30,0.00028330333333334383,5.2821551683189814e-05,0.00022220000000006124,0.00040079999999997895
홍대입구,가능,30,30,0.00029310333333332217,0.00010113531688892683,0.00022400000000000198,0.0007551999999999559
신설동,창동,30,30,0.0001761900000000057,4.4144145327192286e-05,0.00014490000000000336,0.0003014999999999546
개봉,대방,30,30,0.0001436766666666885,3.239055091982565e-05,0.0001197000000001669,0.00022520000000003648
양천구청,신길,30,30,0.00016045333333334356,3.69372416704774e-05,0.00013550000000006612,0.00028590000000017213
삼성,구일,30,30,0.00019192333333331775,3.371071722103621e-05,0.00015279999999995297,0.0002964000000000855
삼송,까치산,30,30,0.00024057999999999396,3.567961509508385e-05,0.00021569999999981881,0.0003442000000000167
남영,진위,30,30,0.00027789666666667344,3.980624308934931e-05,0.0002406999999999826,0.00037479999999989744
금천구청,홍제,30,30,0.0002635433333333085,1.3451906515000611e-05,0.0002491000000000021,0.00030719999999995196
도곡,도림천,30,30,0.00019894999999999405,3.407679317854322e-05,0.00014599999999997948,0.00027740000000009424
중앙,마곡,30,30,0.00019349666666665933,1.3226853577324577e-05,0.00017940000000016276,0.00024290000000015688
석수,혜화,30,30,0.00024666333333335603,1.4357634051430773e-05,0.0002292000000001515,0.00028949999999983156
을지로4가,백운,30,30,0.00028892999999997985,5.171814736305466e-05,0.00025399999999997647,0.0004716999999998528
