start,goal,runs_attempted,runs_successful,mean_sec,std_sec,best_sec,worst_sec
대방,건대입구,30,30,0.00027869666666666495,2.9724103388027484e-05,0.0002709999999999657,0.00043799999999999395
성수,상록수,30,30,0.0005452633333333383,3.7763116779326115e-05,0.0005282999999999816,0.0007300000000000084
봉천,독산,30,30,0.00013444666666666364,2.6874507540708897e-05,0.0001250999999999891,0.00026809999999999334
당산,남태령,30,30,0.000382490000000002,7.506590437738219e-06,0.00037650000000000183,0.0004165999999999892
을지로4가,고덕,30,30,0.00023927333333333597,1.0923916676522165e-05,0.00023279999999997747,0.0002813999999999872
경찰병원,녹번,30,30,0.0006618366666666671,0.0001642324257129342,0.0005800000000000249,0.0013440999999999592
병점,사당,30,30,0.0002652100000000046,4.31670889297242e-05,0.0002478000000000202,0.00043239999999999945
평촌,경마공원,30,30,5.362333333333395e-05,2.929924155259565e-06,5.189999999999362e-05,6.749999999999812e-05
발산,월계,30,30,0.0006006500000000026,2.5124977611926723e-05,0.0005856000000000194,0.0007184000000000079
보산,잠원,30,30,0.0004467700000000019,1.1860049184828995e-05,0.0004367000000000121,0.0004896999999999818
성환,간석,30,30,0.0004949333333333306,2.7046950947481805e-05,0.0004790000000000072,0.0005878999999999746
두정,을지로4가,30,30,0.0010179666666666606,5.075422040469272e-05,0.0009993999999999836,0.0012860999999999567
아산,성환,30,30,6.154666666666383e-05,3.254200704044771e-06,5.96000000000485e-05,7.80000000000225e-05
동인천,별내별가람역,30,30,0.0005023166666666616,5.683526536305398e-05,0.0004825999999999997,0.0008046999999999915
쌍문,당산,30,30,0.0002975633333333394,6.371210420503187e-06,0.0002916999999998948,0.0003179000000000931
녹번,영등포시장,30,30,0.00018595333333333298,2.2472082433293753e-05,0.0001770999999999301,0.0003026999999999891
녹천,양재,30,30,0.0007190366666666689,0.00011564320266328266,0.0006526000000000032,0.0010895999999999129
아현,석수,30,30,0.00016586333333334553,5.629178941494639e-06,0.00016240000000000698,0.0001930999999999461
광나루,제물포,30,30,0.0013600799999999968,0.0002800358684168934,0.0011425999999999936,0.0024208000000000007
