호선,역명,시간(분)
1,구로,0:00
1,구일,2:00
1,개봉,1:30
1,오류동,2:00
1,온수,2:30
1,역곡,1:30
1,소사,2:00
1,부천,1:30
1,중동,2:00
1,송내,1:30
1,부개,1:30
1,부평,2:00
1,백운,2:00
1,동암,2:00
1,간석,2:00
1,주안,1:30
1,도화,1:30
1,제물포,1:30
1,도원,1:30
1,동인천,1:30
1,인천,3:30
