호선,역명,시간(분)
1,구로,0:00
1,가산디지털단지,4:00
1,독산,2:00
1,금천구청,2:00
1,석수,2:30
1,관악,2:00
1,안양,2:30
1,명학,2:30
1,금정,2:00
1,군포,3:00
1,당정,2:30
1,의왕,2:00
1,성균관대,3:00
1,화서,3:30
1,수원,2:30
1,세류,3:00
1,병점,4:00
1,서동탄,5:00
