호선,역명,시간(분)
3,오금,0:00
3,경찰병원,1:00
3,가락시장,1:00
3,수서,2:00
3,일원,2:00
3,대청,1:30
3,학여울,1:30
3,대치,1:00
3,도곡,1:00
3,매봉,1:30
3,양재,2:00
3,남부터미널,2:00
3,교대,1:30
3,고속터미널,2:00
3,잠원,1:30
3,신사,1:30
3,압구정,2:00
3,옥수,2:00
3,금호,1:00
3,약수,1:00
3,동대입구,1:00
3,충무로,1:30
3,을지로3가,1:00
3,종로3가,1:00
3,안국,1:30
3,경복궁,1:30
3,독립문,2:00
3,무악재,1:30
3,홍제,1:30
3,녹번,2:00
3,불광,1:30
3,연신내,1:30
3,구파발,2:00
3,지축,3:00
3,삼송,1:30
3,원흥,2:00
3,원당,2:30
3,화정,3:00
3,대곡,2:30
3,백석,3:00
3,마두,2:00
3,정발산,1:30
3,주엽,2:00
3,대화,2:00
