호선,역명,시간(분)
1,병점,0:00
1,세마,2:30
1,오산대,2:30
1,오산,3:30
1,진위,3:00
1,송탄,3:00
1,서정리,2:30
1,지제,4:00
1,평택,4:00
1,성환,6:30
1,직산,4:00
1,두정,3:30
1,천안,4:00
1,봉명,2:00
1,쌍용,2:00
1,아산,2:00
1,배방,5:30
1,온양온천,4:00
1,신창,4:30
